Time,Protcol,Flag,Family,Clusters,SeddAddress,ExpAddress,BTC,USD,Netflow_Bytes,IPaddress,Threats,Port,Prediction
37,UDP,AF,Globe,2,1GZkujBR,18e372GN,2,2411,59,A,UDP Scan,5068,A
59,UDP,AF,Globe,2,1GZkujBR,18e372GN,2,2418,60,A,UDP Scan,5068,A
40,UDP,AF,Globe,2,1GZkujBR,18e372GN,2,2425,61,A,UDP Scan,5068,A
45,UDP,AF,Globe,2,1GZkujBR,18e372GN,2,2432,62,A,UDP Scan,5068,A
43,UDP,AF,Globe,2,1GZkujBR,18e372GN,2,2439,63,A,UDP Scan,5068,A
48,UDP,AF,Globe,2,1GZkujBR,18e372GN,2,2446,64,A,UDP Scan,5068,A
46,UDP,AF,Globe,2,1GZkujBR,18e372GN,2,2453,65,A,UDP Scan,5068,A
51,UDP,AF,Globe,2,1GZkujBR,18e372GN,2,2460,66,A,UDP Scan,5068,A
49,UDP,AF,Globe,2,1GZkujBR,18e372GN,2,2467,67,A,UDP Scan,5068,A
54,UDP,AF,Globe,2,1GZkujBR,18e372GN,2,2474,68,A,UDP Scan,5068,A
52,UDP,AF,Globe,2,1GZkujBR,18e372GN,2,2481,69,A,UDP Scan,5068,A
57,UDP,AF,Globe,2,1GZkujBR,18e372GN,2,2488,70,A,UDP Scan,5068,A
55,UDP,AF,Globe,2,1GZkujBR,18e372GN,2,2495,71,A,UDP Scan,5068,A
1,UDP,AF,Globe,2,1GZkujBR,18e372GN,2,2502,72,A,UDP Scan,5068,A
58,UDP,AF,Globe,2,1GZkujBR,18e372GN,2,2509,73,A,UDP Scan,5068,A
1,UDP,AF,Globe,2,1GZkujBR,18e372GN,2,2516,74,A,UDP Scan,5068,A
59,UDP,AF,Globe,2,1GZkujBR,18e372GN,2,2523,75,A,UDP Scan,5068,A
50,UDP,AF,Globe,2,1GZkujBR,18e372GN,2,2530,76,A,UDP Scan,5068,A
41,UDP,AF,Globe,2,1GZkujBR,18e372GN,2,2537,77,A,UDP Scan,5068,A
32,UDP,AF,Globe,2,1GZkujBR,18e372GN,2,2544,78,A,UDP Scan,5068,A
23,UDP,AF,Globe,2,1GZkujBR,18e372GN,2,2551,79,A,UDP Scan,5068,A
14,UDP,AF,Globe,2,1GZkujBR,18e372GN,2,2558,80,A,UDP Scan,5068,A
5,UDP,AF,Globe,2,1GZkujBR,18e372GN,2,2565,81,A,UDP Scan,5068,A
8,UDP,AF,Globe,2,1GZkujBR,18e372GN,2,2572,82,A,UDP Scan,5068,A
11,UDP,AF,Globe,2,1GZkujBR,18e372GN,2,2579,83,A,UDP Scan,5068,A
14,UDP,AF,Globe,2,1GZkujBR,18e372GN,2,2586,84,A,UDP Scan,5068,A
17,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2593,85,A,UDP Scan,5068,A
20,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2600,86,A,UDP Scan,5068,A
23,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2607,87,A,UDP Scan,5068,A
26,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2614,88,A,UDP Scan,5068,A
29,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2621,89,A,UDP Scan,5068,A
32,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2628,90,A,UDP Scan,5068,A
35,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2635,91,A,UDP Scan,5068,A
38,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2642,92,A,UDP Scan,5068,A
41,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2649,93,A,UDP Scan,5068,A
44,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2656,94,A,UDP Scan,5068,A
47,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2663,95,A,UDP Scan,5068,A
50,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2670,96,A,UDP Scan,5068,A
1,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2677,97,A,UDP Scan,5068,A
4,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2684,98,A,UDP Scan,5068,A
1,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2691,99,A,UDP Scan,5068,A
4,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2698,100,A,UDP Scan,5068,A
7,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2705,101,A,UDP Scan,5068,A
10,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2712,102,A,UDP Scan,5068,A
13,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2719,103,A,UDP Scan,5068,A
16,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2726,104,A,UDP Scan,5068,A
19,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2733,105,A,UDP Scan,5068,A
22,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2740,106,A,UDP Scan,5068,A
25,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2747,107,A,UDP Scan,5068,A
28,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2754,108,A,UDP Scan,5068,A
31,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2761,109,A,UDP Scan,5068,A
27,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2768,110,A,UDP Scan,5068,A
23,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2775,111,A,UDP Scan,5068,A
19,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2782,112,A,UDP Scan,5068,A
15,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2789,113,A,UDP Scan,5068,A
11,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2796,114,A,UDP Scan,5068,A
7,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2803,115,A,UDP Scan,5068,A
3,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2810,116,A,UDP Scan,5068,A
1,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2817,117,A,UDP Scan,5068,A
6,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2824,118,A,UDP Scan,5068,A
4,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2831,119,A,UDP Scan,5068,A
9,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2838,120,A,UDP Scan,5068,A
7,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2845,121,A,UDP Scan,5068,A
12,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2852,122,A,UDP Scan,5068,A
10,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2859,123,A,UDP Scan,5068,A
15,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2866,124,A,UDP Scan,5068,A
13,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2873,125,A,UDP Scan,5068,A
18,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2880,126,A,UDP Scan,5068,A
16,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2887,127,A,UDP Scan,5068,A
21,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2894,128,A,UDP Scan,5068,A
19,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2901,129,A,UDP Scan,5068,A
24,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2908,130,A,UDP Scan,5068,A
22,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2915,131,A,UDP Scan,5068,A
27,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2922,132,A,UDP Scan,5068,A
25,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2929,133,A,UDP Scan,5068,A
30,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2936,134,A,UDP Scan,5068,A
28,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2943,135,A,UDP Scan,5068,A
33,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2950,136,A,UDP Scan,5068,A
31,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2957,137,A,UDP Scan,5068,A
36,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2964,138,A,UDP Scan,5068,A
34,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2971,139,A,UDP Scan,5068,A
39,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2978,140,A,UDP Scan,5068,A
37,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2985,141,A,UDP Scan,5068,A
42,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2992,142,A,UDP Scan,5068,A
40,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,2999,143,A,UDP Scan,5068,A
45,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,3006,144,A,UDP Scan,5068,A
43,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,3013,145,A,UDP Scan,5068,A
48,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,3020,146,A,UDP Scan,5068,A
46,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,3027,147,A,UDP Scan,5068,A
51,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,3034,148,A,UDP Scan,5068,A
49,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,3041,149,A,UDP Scan,5068,A
0,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,3048,150,A,UDP Scan,5068,A
52,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,3055,151,A,UDP Scan,5068,A
3,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,3062,152,A,UDP Scan,5068,A
55,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,3069,153,A,UDP Scan,5068,A
6,ICMP,AF,Globe,2,1GZkujBR,18e372GN,2,3076,154,A,UDP Scan,5068,A
58,ICMP,AF,EDA2,2,1GZkujBR,18e372GN,2,103,50,C,SSH,5066,A
9,ICMP,AF,EDA2,2,1GZkujBR,18e372GN,2,109,54,B,SSH,5061,A
61,ICMP,AF,EDA2,2,1GZkujBR,18e372GN,2,115,58,B,SSH,5061,A
12,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,2,121,62,B,SSH,5061,A
4,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,2,127,66,B,SSH,5061,A
7,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,2,133,70,B,SSH,5061,A
10,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,2,139,74,B,SSH,5061,A
13,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,2,145,78,B,SSH,5061,A
16,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,2,151,82,B,SSH,5061,A
19,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,2,157,86,B,SSH,5061,A
22,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,2,163,90,B,SSH,5061,A
25,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,2,169,94,B,SSH,5061,A
28,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,2,175,98,B,SSH,5061,A
31,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,2,181,102,B,SSH,5061,A
34,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,2,187,106,B,SSH,5061,A
37,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,193,110,B,SSH,5061,A
40,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,199,114,B,SSH,5061,A
43,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,205,118,B,SSH,5061,A
46,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,211,122,B,SSH,5061,A
49,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,217,126,B,SSH,5061,A
52,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,223,130,B,SSH,5061,A
55,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,229,134,B,SSH,5061,A
58,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,235,138,B,SSH,5061,A
1,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,241,142,B,SSH,5061,A
4,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,247,146,B,SSH,5061,A
7,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,253,150,B,SSH,5061,A
10,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,259,154,B,SSH,5061,A
13,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,265,158,B,SSH,5061,A
16,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,271,162,B,SSH,5061,A
19,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,277,166,B,SSH,5061,A
22,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,283,170,B,SSH,5061,A
25,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,289,174,B,SSH,5061,A
28,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,295,178,B,SSH,5061,A
31,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,301,182,B,SSH,5061,A
34,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,307,186,B,SSH,5061,A
37,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,313,190,B,SSH,5061,A
40,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,319,194,B,SSH,5061,A
43,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,325,198,B,SSH,5061,A
46,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,331,202,B,SSH,5061,A
49,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,337,206,B,SSH,5061,A
52,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,343,210,B,SSH,5061,A
55,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,349,214,B,SSH,5061,A
58,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,355,218,B,SSH,5061,A
1,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,361,222,B,SSH,5061,A
51,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,367,226,B,SSH,5062,A
1,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,373,230,B,SSH,5062,A
44,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,379,234,B,SSH,5062,A
1,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,385,238,B,SSH,5062,A
37,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,391,242,B,SSH,5062,A
9,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,397,246,B,SSH,5062,A
30,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,403,250,B,SSH,5062,A
32,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,409,254,B,SSH,5062,A
28,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,415,258,B,SSH,5062,A
24,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,421,262,A,SSH,5062,A
20,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,427,266,A,SSH,5062,A
1,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,433,270,A,SSH,5062,A
23,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,439,274,A,SSH,5062,A
4,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,445,278,A,SSH,5062,A
26,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,451,282,A,SSH,5062,A
7,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,457,286,A,SSH,5062,A
29,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,463,290,A,SSH,5062,A
10,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,469,294,A,SSH,5062,A
32,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,475,298,A,SSH,5062,A
13,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,481,302,A,SSH,5062,A
35,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,487,306,A,SSH,5062,A
16,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,493,310,A,SSH,5062,A
38,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,499,314,A,SSH,5066,A
19,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,505,318,A,SSH,5066,A
41,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,511,322,A,SSH,5066,A
22,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,517,326,A,SSH,5066,A
44,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,523,330,A,SSH,5066,A
25,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,529,334,A,SSH,5066,A
47,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,535,338,A,SSH,5066,A
28,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,541,342,A,SSH,5066,A
50,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,547,346,A,SSH,5066,A
31,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,553,350,A,SSH,5066,A
53,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,559,354,A,SSH,5066,A
34,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,565,358,A,SSH,5066,A
56,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,571,362,A,SSH,5066,A
37,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,577,366,A,SSH,5066,A
59,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,583,370,A,SSH,5066,A
40,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,589,374,A,SSH,5066,A
1,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,595,378,A,SSH,5066,A
43,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,601,382,A,SSH,5066,A
4,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,607,386,A,SSH,5066,A
46,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,613,390,A,SSH,5066,A
7,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,619,394,A,SSH,5066,A
49,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,625,398,A,SSH,5066,A
1,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,631,402,A,SSH,5066,A
52,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,637,406,A,SSH,5066,A
4,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,643,410,A,SSH,5066,A
55,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,649,414,A,SSH,5066,A
7,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,655,418,A,SSH,5066,A
58,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,661,422,A,SSH,5062,A
10,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,667,426,A,SSH,5062,A
4,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,673,430,A,SSH,5062,A
13,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,679,434,A,SSH,5062,A
4,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,685,438,A,SSH,5062,A
7,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,691,442,A,SSH,5062,A
10,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,697,446,A,SSH,5062,A
13,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,703,450,A,SSH,5062,A
16,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,709,454,A,SSH,5062,A
19,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,715,458,A,SSH,5062,A
22,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,721,462,A,SSH,5062,A
25,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,727,466,A,SSH,5062,A
28,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,733,470,A,SSH,5062,A
31,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,739,474,A,SSH,5062,A
34,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,745,478,C,SSH,5062,A
37,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,751,482,C,SSH,5062,A
40,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,757,486,C,SSH,5062,A
43,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,763,490,C,SSH,5062,A
46,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,769,494,C,SSH,5062,A
49,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,775,498,C,SSH,5062,A
52,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,781,502,C,SSH,5062,A
55,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,787,506,C,SSH,5062,A
58,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,793,510,C,SSH,5062,A
1,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,799,514,C,SSH,5062,A
4,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,805,518,C,SSH,5062,A
7,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,811,522,C,SSH,5062,A
10,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,817,526,C,SSH,5062,A
13,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,823,530,C,SSH,5062,A
16,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,829,534,C,SSH,5062,A
19,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,835,538,C,SSH,5062,A
22,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,841,542,C,SSH,5062,A
25,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,847,546,C,SSH,5062,A
28,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,853,550,C,SSH,5062,A
31,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,859,554,C,SSH,5062,A
34,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,865,558,C,SSH,5062,A
37,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,871,562,C,SSH,5062,A
40,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,877,566,C,SSH,5062,A
43,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,883,570,C,SSH,5062,A
46,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,889,574,C,SSH,5062,A
49,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,895,578,C,SSH,5062,A
52,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,901,582,C,SSH,5062,A
55,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,907,586,C,SSH,5062,A
58,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,913,590,C,SSH,5062,A
1,ICMP,APRSF,EDA2,2,1GZkujBR,18e372GN,19,919,594,C,SSH,5062,A
51,ICMP,APS,EDA2,2,1GZkujBR,18e372GN,19,925,598,C,SSH,5062,A
1,ICMP,APS,EDA2,2,1GZkujBR,18e372GN,19,931,602,C,SSH,5062,A
44,ICMP,APS,EDA2,2,1GZkujBR,18e372GN,19,937,606,C,SSH,5062,A
1,ICMP,APS,EDA2,2,1GZkujBR,18e372GN,19,943,610,C,SSH,5062,A
37,ICMP,APS,EDA2,2,1GZkujBR,18e372GN,19,949,614,C,SSH,5062,A
9,ICMP,APS,EDA2,2,1GZkujBR,18e372GN,19,955,618,C,SSH,5062,A
30,ICMP,APS,EDA2,2,1GZkujBR,18e372GN,19,961,622,C,SSH,5062,A
23,ICMP,APS,EDA2,2,1GZkujBR,18e372GN,19,967,626,C,SSH,5062,A
50,ICMP,APS,EDA2,2,1GZkujBR,18e372GN,19,973,630,C,SSH,5062,A
40,ICMP,APS,EDA2,2,1GZkujBR,18e372GN,19,979,634,C,SSH,5062,A
2,ICMP,APS,EDA2,2,1GZkujBR,18e372GN,19,985,638,C,SSH,5062,A
20,ICMP,APS,EDA2,2,1GZkujBR,18e372GN,19,991,642,C,SSH,5062,A
8,ICMP,APS,EDA2,2,1GZkujBR,18e372GN,19,997,646,C,SSH,5062,A
41,ICMP,APS,EDA2,2,1GZkujBR,18e372GN,4,1003,650,C,SSH,5062,A
22,ICMP,APS,EDA2,2,1GZkujBR,18e372GN,4,1009,654,C,SSH,5062,A
18,TCP,APS,EDA2,2,1GZkujBR,18e372GN,4,1015,658,C,SSH,5062,A
3,TCP,APS,EDA2,2,1GZkujBR,18e372GN,4,1021,662,C,SSH,5062,A
26,TCP,APS,EDA2,2,1GZkujBR,18e372GN,4,1027,666,C,SSH,5062,A
22,TCP,APS,EDA2,2,1GZkujBR,18e372GN,4,1033,670,C,SSH,5062,A
7,TCP,APS,EDA2,2,1GZkujBR,18e372GN,4,1039,674,C,SSH,5062,A
30,TCP,APS,EDA2,2,1GZkujBR,18e372GN,4,1045,678,C,SSH,5062,A
26,TCP,APS,EDA2,2,1GZkujBR,18e372GN,4,1051,682,C,SSH,5062,A
9,TCP,APS,EDA2,2,1GZkujBR,18e372GN,4,1057,686,C,SSH,5062,A
34,TCP,APS,EDA2,2,1GZkujBR,18e372GN,4,1063,690,C,SSH,5062,A
30,TCP,APS,EDA2,2,1GZkujBR,18e372GN,4,1069,694,C,SSH,5062,A
13,TCP,APS,EDA2,2,1GZkujBR,18e372GN,4,1075,698,C,SSH,5062,A
38,TCP,APS,EDA2,2,1GZkujBR,18e372GN,4,1081,702,C,SSH,5062,A
8,TCP,APS,EDA2,2,1GZkujBR,18e372GN,4,1087,706,C,SSH,5062,A
17,TCP,APS,EDA2,2,1GZkujBR,18e372GN,4,1093,710,C,SSH,5062,A
42,TCP,APS,EDA2,2,1GZkujBR,18e372GN,4,1099,714,C,SSH,5062,A
12,TCP,APS,EDA2,2,1GZkujBR,18e372GN,4,1105,718,C,SSH,5062,A
21,TCP,APS,EDA2,2,1GZkujBR,18e372GN,4,1111,722,C,SSH,5062,A
46,TCP,APS,EDA2,2,1GZkujBR,18e372GN,4,1117,726,D,SSH,5062,A
8,TCP,APS,EDA2,2,1GZkujBR,18e372GN,4,1123,730,D,SSH,5062,A
25,TCP,APS,EDA2,2,1GZkujBR,18e372GN,4,1129,734,D,SSH,5062,A
50,TCP,APS,EDA2,2,1GZkujBR,18e372GN,4,1135,738,D,SSH,5062,A
12,TCP,APS,EDA2,2,1GZkujBR,18e372GN,4,1141,742,D,SSH,5062,A
29,TCP,APS,EDA2,2,1GZkujBR,18e372GN,4,1147,746,D,SSH,5062,A
4,TCP,APS,EDA2,2,1GZkujBR,18e372GN,4,1153,750,D,SSH,5062,A
16,TCP,APS,EDA2,2,1GZkujBR,18e372GN,4,1159,754,D,SSH,5062,A
33,TCP,APS,EDA2,2,1GZkujBR,18e372GN,4,1165,758,D,SSH,5062,A
8,TCP,APS,EDA2,2,1GZkujBR,18e372GN,4,1171,762,D,SSH,5062,A
20,TCP,APS,EDA2,2,1GZkujBR,18e372GN,4,1177,766,D,SSH,5062,A
7,TCP,APS,EDA2,2,1GZkujBR,18e372GN,4,1183,770,D,SSH,5062,A
12,TCP,APS,EDA2,2,1GZkujBR,18e372GN,4,1189,774,D,SSH,5062,A
24,TCP,APS,EDA2,2,1GZkujBR,18e372GN,4,1195,778,D,SSH,5062,A
